FPS, FrameTime, Latency
116.79, 8.56, 34.00
90.11, 11.10, 34.00
81.21, 12.31, 34.00
124.81, 8.01, 34.00
106.18, 9.42, 34.00
91.60, 10.92, 34.00
131.83, 7.59, 34.00
127.66, 7.83, 34.00
67.06, 14.91, 34.00
89.54, 11.17, 34.00
93.74, 10.67, 34.00
84.39, 11.85, 34.00
123.63, 8.09, 34.00
78.89, 12.68, 34.00
119.19, 8.39, 34.00
83.67, 11.95, 34.00
170.73, 5.86, 34.00
84.04, 11.90, 34.00
79.64, 12.56, 34.00
111.08, 9.00, 34.00
73.78, 13.55, 34.00
99.90, 10.01, 34.00
138.25, 7.23, 34.00
99.49, 10.05, 34.00
152.73, 6.55, 34.00
109.77, 9.11, 34.00
143.78, 6.95, 34.00
92.80, 10.78, 34.00
103.43, 9.67, 34.00
103.12, 9.70, 34.00
61.51, 16.26, 34.00
86.22, 11.60, 34.00
90.46, 11.06, 34.00
213.17, 4.69, 34.00
102.53, 9.75, 34.00
135.46, 7.38, 34.00
102.10, 9.79, 34.00
86.80, 11.52, 34.00
118.55, 8.44, 34.00
134.32, 7.45, 34.00
113.42, 8.82, 34.00
96.21, 10.39, 34.00
138.12, 7.24, 34.00
156.58, 6.39, 34.00
133.99, 7.46, 34.00
117.13, 8.54, 34.00
118.22, 8.46, 34.00
161.66, 6.19, 34.00
129.29, 7.73, 34.00
118.19, 8.46, 34.00
92.13, 10.85, 34.00
186.38, 5.37, 34.00
119.88, 8.34, 34.00
101.62, 9.84, 34.00
125.44, 7.97, 34.00
124.27, 8.05, 34.00
97.05, 10.30, 34.00
148.72, 6.72, 34.00
110.50, 9.05, 34.00
156.32, 6.40, 34.00
140.57, 7.11, 34.00
114.00, 8.77, 34.00
140.07, 7.14, 34.00
125.14, 7.99, 34.00
152.28, 6.57, 34.00
116.98, 8.55, 34.00
145.03, 6.89, 34.00
127.08, 7.87, 34.00
90.91, 11.00, 34.00
87.69, 11.40, 34.00
128.97, 7.75, 34.00
102.59, 9.75, 34.00
154.07, 6.49, 34.00
105.85, 9.45, 34.00
140.92, 7.10, 34.00
100.63, 9.94, 34.00
140.02, 7.14, 34.00
69.54, 14.38, 34.00
127.54, 7.84, 34.00
111.10, 9.00, 34.00
131.75, 7.59, 34.00
97.73, 10.23, 34.00
109.66, 9.12, 34.00
111.25, 8.99, 34.00
88.80, 11.26, 34.00
158.32, 6.32, 34.00
142.30, 7.03, 34.00
131.48, 7.61, 34.00
94.75, 10.55, 34.00
110.20, 9.07, 34.00
154.79, 6.46, 34.00
120.09, 8.33, 34.00
136.52, 7.33, 34.00
104.83, 9.54, 34.00
131.62, 7.60, 34.00
132.74, 7.53, 34.00
137.59, 7.27, 34.00
103.58, 9.65, 34.00
157.35, 6.36, 34.00
91.28, 10.95, 34.00
131.23, 7.62, 34.00
88.95, 11.24, 34.00
147.65, 6.77, 34.00
88.67, 11.28, 34.00
106.44, 9.39, 34.00
85.39, 11.71, 34.00
144.49, 6.92, 34.00
89.29, 11.20, 34.00
128.98, 7.75, 34.00
107.50, 9.30, 34.00
63.98, 15.63, 34.00
130.51, 7.66, 34.00
108.55, 9.21, 34.00
107.08, 9.34, 34.00
83.10, 12.03, 34.00
131.83, 7.59, 34.00
99.47, 10.05, 34.00
80.40, 12.44, 34.00
109.28, 9.15, 34.00
80.24, 12.46, 34.00
132.30, 7.56, 34.00
86.63, 11.54, 34.00
113.57, 8.81, 34.00
98.04, 10.20, 34.00
57.09, 17.52, 34.00
96.52, 10.36, 34.00
118.36, 8.45, 34.00
95.14, 10.51, 34.00
76.78, 13.02, 34.00
93.70, 10.67, 34.00
67.91, 14.72, 34.00
95.38, 10.48, 34.00
102.31, 9.77, 34.00
85.18, 11.74, 34.00
103.43, 9.67, 34.00
88.89, 11.25, 34.00
100.17, 9.98, 34.00
63.30, 15.80, 34.00
121.08, 8.26, 34.00
86.91, 11.51, 34.00
84.49, 11.84, 34.00
108.98, 9.18, 34.00
100.34, 9.97, 34.00
68.12, 14.68, 34.00
101.75, 9.83, 34.00
80.49, 12.42, 34.00
155.75, 6.42, 34.00
83.67, 11.95, 34.00
87.61, 11.41, 34.00
95.85, 10.43, 34.00
120.74, 8.28, 34.00
104.59, 9.56, 34.00
159.41, 6.27, 34.00
94.97, 10.53, 34.00
134.92, 7.41, 34.00
99.76, 10.02, 34.00
80.59, 12.41, 34.00
147.44, 6.78, 34.00
101.99, 9.81, 34.00
123.11, 8.12, 34.00
116.52, 8.58, 34.00
161.12, 6.21, 34.00
108.86, 9.19, 34.00
134.41, 7.44, 34.00
116.89, 8.56, 34.00
99.49, 10.05, 34.00
87.57, 11.42, 34.00
142.48, 7.02, 34.00
114.70, 8.72, 34.00
87.58, 11.42, 34.00
105.88, 9.44, 34.00
124.54, 8.03, 34.00
124.37, 8.04, 34.00
86.69, 11.54, 34.00
141.11, 7.09, 34.00
116.58, 8.58, 34.00
169.15, 5.91, 34.00
105.60, 9.47, 34.00
100.20, 9.98, 34.00
114.73, 8.72, 34.00
119.21, 8.39, 34.00
153.12, 6.53, 34.00
148.08, 6.75, 34.00
120.39, 8.31, 34.00
111.44, 8.97, 34.00
113.24, 8.83, 34.00
129.54, 7.72, 34.00
85.71, 11.67, 34.00
113.38, 8.82, 34.00
112.27, 8.91, 34.00
147.60, 6.78, 34.00
107.93, 9.27, 34.00
161.58, 6.19, 34.00
118.19, 8.46, 34.00
129.71, 7.71, 34.00
178.59, 5.60, 34.00
122.90, 8.14, 34.00
147.65, 6.77, 34.00
112.90, 8.86, 34.00
116.72, 8.57, 34.00
128.82, 7.76, 34.00
111.71, 8.95, 34.00
147.45, 6.78, 34.00
132.75, 7.53, 34.00
129.10, 7.75, 34.00
147.16, 6.80, 34.00
94.12, 10.62, 34.00
151.31, 6.61, 34.00
113.78, 8.79, 34.00
136.38, 7.33, 34.00
129.96, 7.69, 34.00
146.97, 6.80, 34.00
111.60, 8.96, 34.00
161.99, 6.17, 34.00
114.39, 8.74, 34.00
93.45, 10.70, 34.00
134.35, 7.44, 34.00
150.11, 6.66, 34.00
136.96, 7.30, 34.00
109.28, 9.15, 34.00
124.14, 8.06, 34.00
140.78, 7.10, 34.00
151.14, 6.62, 34.00
128.84, 7.76, 34.00
142.21, 7.03, 34.00
116.11, 8.61, 34.00
99.55, 10.04, 34.00
156.80, 6.38, 34.00
127.10, 7.87, 34.00
122.78, 8.14, 34.00
118.29, 8.45, 34.00
131.06, 7.63, 34.00
150.19, 6.66, 34.00
132.95, 7.52, 34.00
149.63, 6.68, 34.00
151.53, 6.60, 34.00
115.96, 8.62, 34.00
135.36, 7.39, 34.00
130.12, 7.69, 34.00
110.91, 9.02, 34.00
95.80, 10.44, 34.00
107.76, 9.28, 34.00
163.99, 6.10, 34.00
35.17, 28.44, 34.00
1.48, 677.10, 34.00
133.59, 7.49, 34.00
131.85, 7.58, 34.00
111.97, 8.93, 34.00
120.26, 8.32, 34.00
138.94, 7.20, 34.00
142.10, 7.04, 34.00
201.49, 4.96, 34.00
85.38, 11.71, 34.00
65.66, 15.23, 34.00
108.47, 9.22, 34.00
122.38, 8.17, 34.00
97.57, 10.25, 34.00
152.19, 6.57, 34.00
116.73, 8.57, 34.00
107.38, 9.31, 34.00
122.51, 8.16, 34.00
101.61, 9.84, 34.00
78.95, 12.67, 34.00
155.34, 6.44, 34.00
116.85, 8.56, 34.00
100.52, 9.95, 34.00
83.29, 12.01, 34.00
91.47, 10.93, 34.00
98.09, 10.19, 34.00
106.08, 9.43, 34.00
52.87, 18.92, 34.00
79.43, 12.59, 34.00
100.84, 9.92, 34.00
65.19, 15.34, 34.00
60.73, 16.47, 34.00
67.99, 14.71, 34.00
70.02, 14.28, 34.00
124.76, 8.02, 34.00
111.18, 8.99, 34.00
123.41, 8.10, 34.00
71.86, 13.92, 34.00
103.46, 9.67, 34.00
115.27, 8.68, 34.00
90.15, 11.09, 34.00
114.09, 8.76, 34.00
114.29, 8.75, 34.00
90.26, 11.08, 34.00
72.48, 13.80, 34.00
121.07, 8.26, 34.00
126.33, 7.92, 34.00
67.87, 14.73, 34.00
65.96, 15.16, 34.00
95.03, 10.52, 34.00
85.57, 11.69, 34.00
87.23, 11.46, 34.00
109.66, 9.12, 34.00
88.38, 11.31, 34.00
115.17, 8.68, 34.00
112.47, 8.89, 34.00
106.58, 9.38, 34.00
63.71, 15.70, 34.00
54.78, 18.25, 34.00
131.60, 7.60, 34.00
60.26, 16.59, 34.00
106.71, 9.37, 34.00
115.69, 8.64, 34.00
132.45, 7.55, 34.00
110.78, 9.03, 34.00
102.95, 9.71, 34.00
77.82, 12.85, 34.00
138.59, 7.22, 34.00
122.16, 8.19, 34.00
112.78, 8.87, 34.00
112.61, 8.88, 34.00
96.46, 10.37, 34.00
77.51, 12.90, 34.00
77.63, 12.88, 34.00
77.26, 12.94, 34.00
108.71, 9.20, 34.00
84.58, 11.82, 34.00
99.96, 10.00, 34.00
109.58, 9.13, 34.00
94.30, 10.60, 34.00
120.57, 8.29, 34.00
69.14, 14.46, 34.00
106.25, 9.41, 34.00
111.12, 9.00, 34.00
110.51, 9.05, 34.00
103.88, 9.63, 34.00
103.30, 9.68, 34.00
101.15, 9.89, 34.00
82.18, 12.17, 34.00
114.07, 8.77, 34.00
107.46, 9.31, 34.00
67.81, 14.75, 34.00
100.89, 9.91, 34.00
80.27, 12.46, 34.00
73.94, 13.52, 34.00
130.40, 7.67, 34.00
92.49, 10.81, 34.00
140.18, 7.13, 34.00
81.21, 12.31, 34.00
122.19, 8.18, 34.00
105.16, 9.51, 34.00
100.02, 10.00, 34.00
121.39, 8.24, 34.00
106.71, 9.37, 34.00
113.19, 8.83, 34.00
116.57, 8.58, 34.00
84.04, 11.90, 34.00
123.89, 8.07, 34.00
105.49, 9.48, 34.00
81.15, 12.32, 34.00
122.94, 8.13, 34.00
111.79, 8.95, 34.00
104.82, 9.54, 34.00
121.09, 8.26, 34.00
113.36, 8.82, 34.00
135.00, 7.41, 34.00
117.55, 8.51, 34.00
124.16, 8.05, 34.00
136.16, 7.34, 34.00
118.02, 8.47, 34.00
120.42, 8.30, 34.00
62.53, 15.99, 34.00
119.87, 8.34, 34.00
110.30, 9.07, 34.00
65.95, 15.16, 34.00
121.31, 8.24, 34.00
117.21, 8.53, 34.00
105.78, 9.45, 34.00
85.57, 11.69, 34.00
199.20, 5.02, 34.00
75.44, 13.26, 34.00
85.73, 11.66, 34.00
133.15, 7.51, 34.00
141.62, 7.06, 34.00
127.21, 7.86, 34.00
119.96, 8.34, 34.00
79.93, 12.51, 34.00
112.06, 8.92, 34.00
89.46, 11.18, 34.00
88.79, 11.26, 34.00
159.60, 6.27, 34.00
75.99, 13.16, 34.00
74.22, 13.47, 34.00
130.17, 7.68, 34.00
98.54, 10.15, 34.00
137.85, 7.25, 34.00
83.75, 11.94, 34.00
103.90, 9.62, 34.00
117.95, 8.48, 34.00
112.88, 8.86, 34.00
103.72, 9.64, 34.00
114.67, 8.72, 34.00
108.86, 9.19, 34.00
123.79, 8.08, 34.00
107.61, 9.29, 34.00
116.60, 8.58, 34.00
128.66, 7.77, 34.00
105.54, 9.47, 34.00
69.59, 14.37, 34.00
105.51, 9.48, 34.00
92.21, 10.84, 34.00
122.81, 8.14, 34.00
105.46, 9.48, 34.00
112.91, 8.86, 34.00
130.66, 7.65, 34.00
98.23, 10.18, 34.00
120.04, 8.33, 34.00
106.61, 9.38, 34.00
97.79, 10.23, 34.00
100.29, 9.97, 34.00
70.53, 14.18, 34.00
109.10, 9.17, 34.00
74.16, 13.48, 34.00
213.23, 4.69, 34.00
89.37, 11.19, 34.00
113.63, 8.80, 34.00
216.48, 4.62, 34.00
67.96, 14.71, 34.00
98.60, 10.14, 34.00
125.16, 7.99, 34.00
87.54, 11.42, 34.00
83.49, 11.98, 34.00
107.64, 9.29, 34.00
69.96, 14.29, 34.00
98.68, 10.13, 34.00
121.03, 8.26, 34.00
77.59, 12.89, 34.00
114.78, 8.71, 34.00
116.60, 8.58, 34.00
128.02, 7.81, 34.00
117.45, 8.51, 34.00
113.82, 8.79, 34.00
105.71, 9.46, 34.00
101.22, 9.88, 34.00
108.10, 9.25, 34.00
94.10, 10.63, 34.00
128.91, 7.76, 34.00
111.46, 8.97, 34.00
51.38, 19.46, 34.00
82.94, 12.06, 34.00
111.26, 8.99, 34.00
114.06, 8.77, 34.00
96.23, 10.39, 34.00
82.64, 12.10, 34.00
89.44, 11.18, 34.00
139.64, 7.16, 34.00
98.38, 10.16, 34.00
100.95, 9.91, 34.00
67.21, 14.88, 34.00
106.11, 9.42, 34.00
85.32, 11.72, 34.00
107.82, 9.27, 34.00
86.51, 11.56, 34.00
115.69, 8.64, 34.00
102.03, 9.80, 34.00
129.44, 7.73, 34.00
104.57, 9.56, 34.00
78.46, 12.75, 34.00
104.61, 9.56, 34.00
99.29, 10.07, 34.00
117.82, 8.49, 34.00
124.14, 8.06, 34.00
108.49, 9.22, 34.00
96.45, 10.37, 34.00
118.53, 8.44, 34.00
110.80, 9.03, 34.00
110.29, 9.07, 34.00
102.15, 9.79, 34.00
111.39, 8.98, 34.00
116.06, 8.62, 34.00
86.91, 11.51, 34.00
71.71, 13.94, 34.00
99.29, 10.07, 34.00
107.87, 9.27, 34.00
109.76, 9.11, 34.00
120.88, 8.27, 34.00
123.78, 8.08, 34.00
144.82, 6.91, 34.00
63.42, 15.77, 34.00
64.45, 15.51, 34.00
108.43, 9.22, 34.00
123.76, 8.08, 34.00
122.80, 8.14, 34.00
104.57, 9.56, 34.00
130.85, 7.64, 34.00
98.27, 10.18, 34.00
107.85, 9.27, 34.00
163.13, 6.13, 34.00
113.07, 8.84, 34.00
108.88, 9.18, 34.00
109.41, 9.14, 34.00
114.13, 8.76, 34.00
107.72, 9.28, 34.00
106.50, 9.39, 34.00
116.63, 8.57, 34.00
111.47, 8.97, 34.00
67.44, 14.83, 34.00
101.29, 9.87, 34.00
